host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_category,available_category
16678513,Manhattan,Gramercy,40.73548,-73.98896,Entire home/apt,275,5,30,1,20,Cheapest price,Short term
19419141,Brooklyn,Bushwick,40.69293,-73.9221,Private room,48,3,0,1,0,Cheapest price,Short term
14487073,Brooklyn,Bushwick,40.70421,-73.91561,Entire home/apt,150,2,68,2,263,Cheapest price,Long term
12358955,Brooklyn,Williamsburg,40.71116,-73.96078,Private room,95,2,156,2,274,Cheapest price,Very Long term
257053267,Queens,Richmond Hill,40.69622,-73.84634,Private room,60,1,3,1,364,Cheapest price,Very Long term
27212322,Manhattan,Hell's Kitchen,40.75563,-73.99424,Private room,1450,1,0,1,0,Moderate price,Short term
73839962,Manhattan,Midtown,40.75421,-73.96834,Entire home/apt,246,3,1,1,365,Cheapest price,Very Long term
4629954,Brooklyn,Carroll Gardens,40.67573,-73.99878,Entire home/apt,157,6,1,1,24,Cheapest price,Short term
161324994,Brooklyn,Bedford-Stuyvesant,40.69077,-73.92667,Private room,36,30,0,6,38,Cheapest price,Short term
219517861,Manhattan,Hell's Kitchen,40.76241,-73.99606,Entire home/apt,182,29,0,327,319,Cheapest price,Very Long term
43809903,Manhattan,Upper West Side,40.80233,-73.96742,Entire home/apt,350,1,8,4,135,Cheapest price,Medium term
94049573,Manhattan,East Harlem,40.81339,-73.93617,Private room,75,1,16,1,199,Cheapest price,Long term
97853468,Bronx,Hunts Point,40.81731,-73.89052,Private room,35,21,0,4,341,Cheapest price,Very Long term
270874051,Queens,Long Island City,40.75285,-73.93428,Private room,139,1,0,8,359,Cheapest price,Very Long term
24269944,Brooklyn,Williamsburg,40.71355,-73.95895,Entire home/apt,120,14,4,1,0,Cheapest price,Short term
10256663,Manhattan,Harlem,40.81402,-73.94358,Entire home/apt,175,3,136,1,171,Cheapest price,Medium term
3325418,Manhattan,Morningside Heights,40.80452,-73.96393,Private room,200,1,30,3,0,Cheapest price,Short term
219517861,Manhattan,Theater District,40.75948,-73.98615,Entire home/apt,152,29,1,327,193,Cheapest price,Long term
4955560,Brooklyn,Williamsburg,40.71579,-73.9588,Entire home/apt,220,4,22,1,8,Cheapest price,Short term
104116468,Manhattan,Harlem,40.80227,-73.9579,Private room,90,3,55,1,66,Cheapest price,Short term
420542,Bronx,Mott Haven,40.81128,-73.92399,Private room,49,1,23,1,333,Cheapest price,Very Long term
17691352,Manhattan,Financial District,40.70618,-74.00385,Private room,75,15,3,1,0,Cheapest price,Short term
25370675,Queens,Elmhurst,40.73247,-73.8768,Private room,443,1,0,1,365,Cheapest price,Very Long term
169587048,Brooklyn,Cypress Hills,40.68258,-73.87731,Private room,50,7,1,2,365,Cheapest price,Very Long term
4420306,Brooklyn,Bedford-Stuyvesant,40.68941,-73.95247,Private room,60,2,2,1,0,Cheapest price,Short term
266335518,Queens,Astoria,40.76444,-73.9157,Entire home/apt,225,2,1,1,270,Cheapest price,Very Long term
96148809,Brooklyn,Bedford-Stuyvesant,40.68227,-73.93479,Entire home/apt,150,2,100,1,0,Cheapest price,Short term
49218771,Brooklyn,Bushwick,40.68992,-73.90435,Private room,70,3,8,1,0,Cheapest price,Short term
113251277,Manhattan,Kips Bay,40.74225,-73.97943,Shared room,35,2,2,2,353,Cheapest price,Very Long term
657869,Manhattan,Harlem,40.81027,-73.9408,Shared room,39,4,47,2,131,Cheapest price,Medium term
2208993,Manhattan,East Village,40.72278,-73.98497,Private room,150,3,38,3,357,Cheapest price,Very Long term
140997060,Manhattan,Upper West Side,40.77898,-73.98532,Private room,179,3,0,2,0,Cheapest price,Short term
133580441,Manhattan,Financial District,40.70864,-74.01276,Entire home/apt,225,4,51,1,40,Cheapest price,Short term
80933709,Queens,East Elmhurst,40.76292,-73.87906,Private room,55,3,2,2,37,Cheapest price,Short term
15476280,Brooklyn,Kensington,40.64638,-73.97723,Entire home/apt,499,7,2,1,31,Cheapest price,Short term
1524765,Brooklyn,Clinton Hill,40.68701,-73.96174,Entire home/apt,140,3,4,1,0,Cheapest price,Short term
6787883,Brooklyn,Carroll Gardens,40.68168,-73.99291,Private room,120,1,16,4,150,Cheapest price,Medium term
67768251,Manhattan,Upper West Side,40.78461,-73.97787,Private room,53,30,4,3,185,Cheapest price,Long term
91845557,Brooklyn,Bedford-Stuyvesant,40.68788,-73.91935,Private room,75,1,0,1,0,Cheapest price,Short term
101430405,Manhattan,Midtown,40.76511,-73.98046,Entire home/apt,450,3,0,1,0,Cheapest price,Short term
611137,Brooklyn,Clinton Hill,40.68334,-73.96704,Private room,60,3,126,2,120,Cheapest price,Medium term
44675456,Manhattan,West Village,40.73798,-73.99963,Entire home/apt,170,2,1,1,0,Cheapest price,Short term
22042865,Queens,Astoria,40.75678,-73.91644,Private room,50,3,1,1,341,Cheapest price,Very Long term
879277,Brooklyn,Williamsburg,40.70874,-73.95873,Shared room,70,2,4,1,135,Cheapest price,Medium term
108207108,Queens,Elmhurst,40.74272,-73.89013,Private room,200,1,0,1,177,Cheapest price,Medium term
74541079,Brooklyn,Crown Heights,40.66911,-73.93666,Entire home/apt,459,4,1,9,87,Cheapest price,Short term
48146336,Manhattan,Hell's Kitchen,40.76269,-73.99364,Entire home/apt,130,30,4,20,272,Cheapest price,Very Long term
56589011,Brooklyn,Williamsburg,40.71293,-73.95946,Entire home/apt,160,1,7,1,0,Cheapest price,Short term
48097665,Manhattan,West Village,40.73735,-74.0004,Entire home/apt,160,30,8,1,156,Cheapest price,Medium term
7189415,Manhattan,Upper East Side,40.77357,-73.95193,Entire home/apt,300,1,0,1,0,Cheapest price,Short term
11526146,Brooklyn,Williamsburg,40.7119,-73.94638,Entire home/apt,225,3,19,1,0,Cheapest price,Short term
40068602,Manhattan,East Village,40.72099,-73.97993,Private room,69,1,1,1,0,Cheapest price,Short term
1267556,Brooklyn,Flatbush,40.63995,-73.96196,Shared room,30,1,81,1,319,Cheapest price,Very Long term
158969505,Manhattan,Lower East Side,40.72147,-73.99181,Entire home/apt,170,30,4,9,281,Cheapest price,Very Long term
50755667,Brooklyn,South Slope,40.66865,-73.9865,Entire home/apt,85,3,6,3,98,Cheapest price,Medium term
4464205,Brooklyn,Bushwick,40.69472,-73.92376,Private room,44,2,3,2,0,Cheapest price,Short term
14521821,Brooklyn,Brooklyn Heights,40.69261,-73.99252,Entire home/apt,200,2,2,1,0,Cheapest price,Short term
97536353,Queens,Arverne,40.58929,-73.79441,Private room,60,3,3,2,0,Cheapest price,Short term
4157435,Brooklyn,Bushwick,40.69696,-73.93433,Entire home/apt,100,5,71,1,238,Cheapest price,Long term
22484243,Brooklyn,Bushwick,40.69647,-73.92474,Entire home/apt,100,3,102,1,31,Cheapest price,Short term
107434423,Manhattan,Hell's Kitchen,40.76125,-73.99546,Entire home/apt,264,30,1,232,187,Cheapest price,Long term
75061595,Queens,Long Island City,40.76053,-73.92977,Private room,78,2,27,1,0,Cheapest price,Short term
25308624,Brooklyn,Bedford-Stuyvesant,40.68129,-73.93437,Private room,75,5,4,1,313,Cheapest price,Very Long term
104814095,Queens,East Elmhurst,40.76078,-73.88222,Private room,70,1,1,3,76,Cheapest price,Short term
156481014,Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,1,78,Cheapest price,Short term
454756,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,1,135,Cheapest price,Medium term
48165,Manhattan,Financial District,40.70726,-74.00593,Private room,120,2,128,1,246,Cheapest price,Long term
4865452,Manhattan,Lower East Side,40.71269,-73.98171,Entire home/apt,200,1,1,1,0,Cheapest price,Short term
113399802,Brooklyn,Crown Heights,40.67138,-73.93679,Private room,82,1,21,1,89,Cheapest price,Short term
17208512,Brooklyn,Bay Ridge,40.63195,-74.0214,Entire home/apt,75,3,4,1,0,Cheapest price,Short term
76359133,Queens,Fresh Meadows,40.73862,-73.79184,Private room,55,1,113,3,137,Cheapest price,Medium term
6309691,Brooklyn,Greenpoint,40.73369,-73.95854,Entire home/apt,139,1,284,2,160,Cheapest price,Medium term
6312670,Manhattan,Nolita,40.72097,-73.99605,Entire home/apt,140,20,1,1,0,Cheapest price,Short term
4688531,Brooklyn,East Flatbush,40.65344,-73.94547,Entire home/apt,120,1,13,1,0,Cheapest price,Short term
7503643,Brooklyn,Greenpoint,40.72751,-73.94078,Entire home/apt,129,30,5,52,342,Cheapest price,Very Long term
127427486,Brooklyn,Bedford-Stuyvesant,40.6943,-73.93935,Private room,50,1,33,1,0,Cheapest price,Short term
1785016,Brooklyn,Crown Heights,40.67396,-73.96083,Private room,48,25,4,1,311,Cheapest price,Very Long term
60046,Brooklyn,Vinegar Hill,40.70146,-73.98188,Entire home/apt,225,30,23,1,268,Cheapest price,Long term
53284346,Brooklyn,Park Slope,40.66932,-73.98321,Private room,49,5,2,1,0,Cheapest price,Short term
327673,Brooklyn,Park Slope,40.67592,-73.98107,Entire home/apt,250,3,16,2,6,Cheapest price,Short term
22862376,Manhattan,Harlem,40.79992,-73.95502,Entire home/apt,70,30,14,1,50,Cheapest price,Short term
273619304,Brooklyn,Sea Gate,40.57531,-74.00518,Entire home/apt,99,4,0,1,19,Cheapest price,Short term
162554140,Brooklyn,Prospect-Lefferts Gardens,40.66208,-73.9443,Shared room,22,14,0,1,0,Cheapest price,Short term
86771798,Manhattan,Murray Hill,40.74742,-73.9766,Entire home/apt,365,5,14,2,50,Cheapest price,Short term
221374905,Brooklyn,Bushwick,40.69155,-73.90595,Private room,200,1,0,1,365,Cheapest price,Very Long term
104246751,Brooklyn,Bedford-Stuyvesant,40.69237,-73.94314,Private room,95,1,36,1,79,Cheapest price,Short term
1898675,Brooklyn,Prospect-Lefferts Gardens,40.6626,-73.95598,Entire home/apt,195,3,33,1,241,Cheapest price,Long term
12306481,Queens,Sunnyside,40.74513,-73.91685,Entire home/apt,90,30,10,3,332,Cheapest price,Very Long term
7285648,Manhattan,Chelsea,40.74618,-74.00569,Private room,100,1,0,3,0,Cheapest price,Short term
237118012,Manhattan,Upper East Side,40.76335,-73.96831,Private room,200,1,0,1,179,Cheapest price,Medium term
4440548,Brooklyn,Williamsburg,40.71526,-73.9469,Private room,65,3,6,2,88,Cheapest price,Short term
10196765,Manhattan,Battery Park City,40.71035,-74.01722,Private room,90,1,9,1,0,Cheapest price,Short term
23591164,Queens,East Elmhurst,40.7668,-73.87759,Private room,65,1,426,4,312,Cheapest price,Very Long term
1761447,Brooklyn,Williamsburg,40.71032,-73.95345,Entire home/apt,290,6,1,2,95,Cheapest price,Medium term
7078254,Brooklyn,Prospect-Lefferts Gardens,40.65683,-73.9609,Private room,45,1,2,1,0,Cheapest price,Short term
6360636,Manhattan,East Village,40.72387,-73.98939,Entire home/apt,200,2,3,1,0,Cheapest price,Short term
16962957,Manhattan,Lower East Side,40.71925,-73.99418,Private room,129,5,3,4,153,Cheapest price,Medium term
4401527,Brooklyn,Clinton Hill,40.68464,-73.96151,Private room,40,6,1,1,17,Cheapest price,Short term
51501835,Manhattan,Hell's Kitchen,40.76441,-73.99437,Entire home/apt,100,30,2,31,345,Cheapest price,Very Long term
9762099,Manhattan,Lower East Side,40.71845,-73.99326,Entire home/apt,145,1,0,1,0,Cheapest price,Short term
9864136,Brooklyn,Bushwick,40.68579,-73.91416,Private room,45,1,0,26,249,Cheapest price,Long term
17603414,Manhattan,Harlem,40.82471,-73.94332,Private room,70,4,27,2,156,Cheapest price,Medium term
5416971,Brooklyn,East Flatbush,40.64041,-73.95133,Entire home/apt,97,2,21,1,0,Cheapest price,Short term
1540270,Brooklyn,Bushwick,40.69983,-73.91625,Private room,40,3,7,1,12,Cheapest price,Short term
160601986,Brooklyn,Mill Basin,40.61224,-73.91854,Entire home/apt,85,3,25,1,139,Cheapest price,Medium term
197052947,Manhattan,Roosevelt Island,40.76417,-73.94865,Shared room,55,7,0,1,38,Cheapest price,Short term
27591905,Brooklyn,Bedford-Stuyvesant,40.68076,-73.91673,Private room,58,2,0,1,0,Cheapest price,Short term
3801752,Manhattan,Chinatown,40.71418,-73.99238,Private room,90,1,105,2,87,Cheapest price,Short term
19813391,Queens,Long Island City,40.7456,-73.94366,Entire home/apt,180,1,7,2,0,Cheapest price,Short term
16108973,Queens,Astoria,40.76068,-73.91359,Entire home/apt,119,2,217,1,214,Cheapest price,Long term
95459395,Manhattan,Hell's Kitchen,40.7624,-73.99915,Entire home/apt,534,30,0,18,365,Cheapest price,Very Long term
700224,Brooklyn,Boerum Hill,40.68424,-73.98545,Private room,250,5,0,4,50,Cheapest price,Short term
45863742,Manhattan,Battery Park City,40.71364,-74.01758,Entire home/apt,3750,1,0,1,365,High price,Very Long term
10330612,Brooklyn,Bushwick,40.70145,-73.92708,Entire home/apt,97,12,0,1,120,Cheapest price,Medium term
47343420,Brooklyn,Kensington,40.64493,-73.97327,Private room,85,2,61,2,61,Cheapest price,Short term
17161465,Manhattan,Harlem,40.82967,-73.94428,Entire home/apt,95,30,36,1,245,Cheapest price,Long term
11381575,Brooklyn,Bushwick,40.70548,-73.92671,Private room,59,2,8,1,0,Cheapest price,Short term
1409854,Manhattan,Upper East Side,40.77155,-73.94763,Private room,150,25,2,1,110,Cheapest price,Medium term
41326201,Queens,Ridgewood,40.69845,-73.90838,Private room,150,1,14,1,89,Cheapest price,Short term
61009334,Manhattan,Midtown,40.75142,-73.97049,Entire home/apt,210,2,7,1,0,Cheapest price,Short term
116889152,Manhattan,Harlem,40.81961,-73.94583,Entire home/apt,175,2,145,2,127,Cheapest price,Medium term
9684993,Queens,Ridgewood,40.70928,-73.89795,Entire home/apt,139,5,3,1,0,Cheapest price,Short term
42730216,Manhattan,Upper East Side,40.76639,-73.95817,Shared room,150,3,2,2,142,Cheapest price,Medium term
21508828,Bronx,Kingsbridge,40.8739,-73.90364,Private room,69,1,31,2,365,Cheapest price,Very Long term
98976,Brooklyn,Bedford-Stuyvesant,40.69332,-73.95023,Entire home/apt,140,7,4,1,0,Cheapest price,Short term
7441368,Manhattan,Hell's Kitchen,40.75584,-73.99304,Entire home/apt,175,1,0,2,270,Cheapest price,Very Long term
40892524,Brooklyn,Crown Heights,40.676,-73.92283,Entire home/apt,76,1,25,1,287,Cheapest price,Very Long term
33655,Brooklyn,Columbia St,40.68388,-74.00484,Entire home/apt,210,2,11,2,120,Cheapest price,Medium term
8961407,Manhattan,Harlem,40.80569,-73.94848,Entire home/apt,450,3,38,3,302,Cheapest price,Very Long term
26440775,Queens,Forest Hills,40.72902,-73.8474,Entire home/apt,115,30,12,1,66,Cheapest price,Short term
14171579,Queens,Astoria,40.76335,-73.92769,Entire home/apt,140,3,5,1,254,Cheapest price,Long term
68832366,Manhattan,Midtown,40.76329,-73.97543,Private room,100,6,4,1,191,Cheapest price,Long term
73400193,Brooklyn,Crown Heights,40.67293,-73.95519,Entire home/apt,150,2,141,1,299,Cheapest price,Very Long term
4493803,Manhattan,Upper West Side,40.78105,-73.98151,Entire home/apt,125,30,2,1,67,Cheapest price,Short term
151810361,Queens,Flushing,40.76313,-73.8234,Private room,99,1,4,6,365,Cheapest price,Very Long term
960861,Brooklyn,Prospect Heights,40.67652,-73.96442,Private room,50,30,12,1,0,Cheapest price,Short term
30509656,Bronx,Port Morris,40.80844,-73.9316,Shared room,60,1,0,8,89,Cheapest price,Short term
78022684,Manhattan,Midtown,40.76485,-73.98121,Private room,112,2,1,2,0,Cheapest price,Short term
72539408,Manhattan,Lower East Side,40.72119,-73.98738,Entire home/apt,125,2,0,1,0,Cheapest price,Short term
166398662,Manhattan,Washington Heights,40.8372,-73.94196,Private room,25,1,2,1,0,Cheapest price,Short term
80885460,Queens,Ditmars Steinway,40.77467,-73.9094,Entire home/apt,100,2,6,1,0,Cheapest price,Short term
112901574,Brooklyn,Bedford-Stuyvesant,40.6905,-73.93312,Private room,50,1,14,4,306,Cheapest price,Very Long term
49121324,Brooklyn,Clinton Hill,40.68645,-73.96691,Private room,50,7,4,1,0,Cheapest price,Short term
27668092,Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,3,67,Cheapest price,Short term
22541573,Manhattan,Financial District,40.70748,-74.01476,Entire home/apt,238,30,0,87,365,Cheapest price,Very Long term
1621363,Brooklyn,Boerum Hill,40.68599,-73.98826,Entire home/apt,300,29,23,2,312,Cheapest price,Very Long term
25667666,Brooklyn,Borough Park,40.64018,-73.99157,Private room,50,2,1,1,25,Cheapest price,Short term
854567,Brooklyn,Bushwick,40.68843,-73.91577,Private room,40,1,0,2,0,Cheapest price,Short term
25325946,Manhattan,East Village,40.73029,-73.98439,Entire home/apt,175,2,0,1,0,Cheapest price,Short term
4983133,Manhattan,Harlem,40.82339,-73.95271,Entire home/apt,90,7,7,1,269,Cheapest price,Long term
122032246,Manhattan,Chelsea,40.74107,-73.99936,Entire home/apt,250,2,2,1,0,Cheapest price,Short term
3321910,Manhattan,Nolita,40.72243,-73.99655,Private room,125,6,3,1,43,Cheapest price,Short term
138996674,Manhattan,Murray Hill,40.74466,-73.9748,Entire home/apt,80,10,0,1,0,Cheapest price,Short term
159011,Brooklyn,Bedford-Stuyvesant,40.69493,-73.94161,Private room,53,3,35,1,113,Cheapest price,Medium term
148852095,Queens,Flushing,40.75379,-73.83011,Private room,58,3,20,3,88,Cheapest price,Short term
175311339,Queens,Jackson Heights,40.75144,-73.86418,Private room,37,2,32,5,126,Cheapest price,Medium term
142765455,Manhattan,Upper East Side,40.78268,-73.94977,Entire home/apt,110,3,2,1,0,Cheapest price,Short term
242438900,Manhattan,Hell's Kitchen,40.76299,-73.98994,Entire home/apt,170,1,39,1,64,Cheapest price,Short term
107434423,Manhattan,Financial District,40.70513,-74.009,Entire home/apt,271,30,0,232,234,Cheapest price,Long term
58108232,Brooklyn,Williamsburg,40.71358,-73.96519,Entire home/apt,109,2,0,1,0,Cheapest price,Short term
50339845,Manhattan,Upper West Side,40.7733,-73.98913,Private room,50,1,3,1,0,Cheapest price,Short term
12442710,Brooklyn,Bushwick,40.69467,-73.93113,Private room,67,3,97,1,141,Cheapest price,Medium term
179336958,Manhattan,Midtown,40.74626,-73.98682,Private room,75,2,14,6,305,Cheapest price,Very Long term
8354345,Brooklyn,Gowanus,40.68095,-73.98901,Entire home/apt,495,2,95,1,285,Cheapest price,Very Long term
13133052,Manhattan,Midtown,40.74749,-73.9869,Entire home/apt,182,3,16,1,301,Cheapest price,Very Long term
41281138,Brooklyn,Williamsburg,40.71026,-73.95165,Private room,85,3,1,1,0,Cheapest price,Short term
263883589,Brooklyn,Boerum Hill,40.68873,-73.98929,Entire home/apt,220,30,2,2,82,Cheapest price,Short term
12534414,Manhattan,East Village,40.73175,-73.98756,Entire home/apt,96,1,198,1,169,Cheapest price,Medium term
63272360,Queens,Woodhaven,40.69342,-73.8684,Private room,55,4,0,6,150,Cheapest price,Medium term
10872717,Manhattan,Harlem,40.81469,-73.94887,Private room,75,1,1,1,0,Cheapest price,Short term
5851210,Manhattan,East Harlem,40.79417,-73.94376,Entire home/apt,110,31,235,2,84,Cheapest price,Short term
93717558,Manhattan,Upper West Side,40.78687,-73.97189,Entire home/apt,175,2,17,1,27,Cheapest price,Short term
49620552,Queens,Astoria,40.76933,-73.91165,Private room,55,1,20,4,252,Cheapest price,Long term
240134265,Manhattan,Two Bridges,40.71247,-73.99619,Private room,300,1,19,3,166,Cheapest price,Medium term
64444742,Brooklyn,Bushwick,40.69305,-73.90825,Private room,60,2,21,1,364,Cheapest price,Very Long term
146000975,Queens,Woodside,40.74377,-73.90482,Entire home/apt,120,1,161,1,287,Cheapest price,Very Long term
159379318,Brooklyn,Bedford-Stuyvesant,40.6797,-73.94361,Entire home/apt,95,7,4,1,1,Cheapest price,Short term
183707967,Manhattan,Washington Heights,40.85416,-73.9292,Entire home/apt,120,2,14,4,365,Cheapest price,Very Long term
55713233,Manhattan,Murray Hill,40.7462,-73.97707,Entire home/apt,105,3,3,1,0,Cheapest price,Short term
4325160,Manhattan,Harlem,40.80381,-73.95055,Entire home/apt,125,10,10,1,0,Cheapest price,Short term
4510691,Brooklyn,Williamsburg,40.70923,-73.9448,Entire home/apt,175,2,4,1,34,Cheapest price,Short term
980118,Brooklyn,Bedford-Stuyvesant,40.69024,-73.95197,Entire home/apt,125,3,7,1,0,Cheapest price,Short term
24530713,Manhattan,Harlem,40.82416,-73.95306,Private room,75,1,11,3,332,Cheapest price,Very Long term
2878510,Manhattan,Upper East Side,40.77353,-73.95357,Private room,100,3,10,1,14,Cheapest price,Short term
102466916,Manhattan,Harlem,40.80778,-73.94345,Private room,45,30,6,6,164,Cheapest price,Medium term
24745688,Brooklyn,Bushwick,40.69439,-73.92008,Private room,35,25,3,1,36,Cheapest price,Short term
13416818,Brooklyn,Bedford-Stuyvesant,40.67992,-73.95695,Private room,65,2,3,3,0,Cheapest price,Short term
35387196,Brooklyn,Prospect-Lefferts Gardens,40.66112,-73.9539,Entire home/apt,110,12,2,4,6,Cheapest price,Short term
22503794,Brooklyn,South Slope,40.66238,-73.98457,Private room,95,1,2,1,364,Cheapest price,Very Long term
5800161,Brooklyn,Cobble Hill,40.68886,-73.99825,Entire home/apt,117,30,11,1,324,Cheapest price,Very Long term
44260966,Bronx,Soundview,40.83144,-73.86639,Private room,38,2,11,3,188,Cheapest price,Long term
833926,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,1,0,Cheapest price,Short term
222749009,Manhattan,Washington Heights,40.84241,-73.94264,Private room,50,1,3,3,180,Cheapest price,Long term
24000784,Brooklyn,Sunset Park,40.64456,-74.01135,Private room,45,1,6,4,32,Cheapest price,Short term
36012265,Brooklyn,Williamsburg,40.70506,-73.93122,Private room,60,1,8,7,31,Cheapest price,Short term
21383358,Manhattan,Roosevelt Island,40.76119,-73.94914,Entire home/apt,70,5,3,1,0,Cheapest price,Short term
12625165,Brooklyn,Bedford-Stuyvesant,40.6916,-73.95961,Private room,42,1,0,1,0,Cheapest price,Short term
172369331,Brooklyn,Coney Island,40.57776,-73.98313,Shared room,25,3,2,10,0,Cheapest price,Short term
166818540,Manhattan,Chelsea,40.73991,-74.00211,Entire home/apt,115,1,2,1,0,Cheapest price,Short term
228257645,Manhattan,Midtown,40.76334,-73.97809,Entire home/apt,200,3,3,1,85,Cheapest price,Short term
11243113,Manhattan,West Village,40.73976,-74.00953,Entire home/apt,200,10,11,1,365,Cheapest price,Very Long term
67349249,Manhattan,Midtown,40.76387,-73.98056,Entire home/apt,398,2,0,4,243,Cheapest price,Long term
216419980,Manhattan,Harlem,40.8242,-73.95106,Entire home/apt,112,30,0,1,365,Cheapest price,Very Long term
176955227,Brooklyn,Bushwick,40.69257,-73.92332,Entire home/apt,150,1,7,1,88,Cheapest price,Short term
48325116,Brooklyn,Bushwick,40.69157,-73.91288,Entire home/apt,155,2,1,1,10,Cheapest price,Short term
15058648,Brooklyn,Bushwick,40.69814,-73.92805,Private room,70,3,3,3,21,Cheapest price,Short term
185212,Brooklyn,Park Slope,40.67091,-73.97479,Entire home/apt,168,5,0,1,23,Cheapest price,Short term
25263341,Brooklyn,Crown Heights,40.66412,-73.95591,Private room,70,15,1,1,314,Cheapest price,Very Long term
653405,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,1,193,Cheapest price,Long term
417504,Brooklyn,Greenpoint,40.73652,-73.95236,Entire home/apt,199,3,43,28,60,Cheapest price,Short term
99804239,Queens,Elmhurst,40.74262,-73.87907,Private room,51,2,100,1,296,Cheapest price,Very Long term
248122395,Manhattan,Greenwich Village,40.73679,-73.99592,Private room,425,1,4,2,359,Cheapest price,Very Long term
1562045,Manhattan,Upper West Side,40.78012,-73.98439,Entire home/apt,295,1,0,1,146,Cheapest price,Medium term
266522456,Manhattan,Upper West Side,40.80155,-73.96732,Private room,150,1,7,3,135,Cheapest price,Medium term
13283016,Brooklyn,Crown Heights,40.66658,-73.95167,Entire home/apt,157,1,0,1,0,Cheapest price,Short term
118870308,Manhattan,Murray Hill,40.7464,-73.97669,Private room,75,1,2,1,0,Cheapest price,Short term
214298769,Brooklyn,Cypress Hills,40.67865,-73.89241,Private room,100,1,9,1,330,Cheapest price,Very Long term
16098958,Manhattan,West Village,40.73198,-74.00239,Entire home/apt,550,30,0,96,352,Cheapest price,Very Long term
28809821,Manhattan,Murray Hill,40.74444,-73.97174,Shared room,115,1,7,1,0,Cheapest price,Short term
276291,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,2,232,Cheapest price,Long term
176899233,Brooklyn,Kensington,40.64196,-73.97088,Shared room,65,1,0,2,27,Cheapest price,Short term
921269,Manhattan,East Harlem,40.79711,-73.93647,Private room,60,3,27,1,0,Cheapest price,Short term
90829719,Brooklyn,Williamsburg,40.71381,-73.95041,Entire home/apt,125,1,112,1,221,Cheapest price,Long term
1233402,Brooklyn,Williamsburg,40.7125,-73.9529,Entire home/apt,180,3,3,1,0,Cheapest price,Short term
43772,Brooklyn,Greenpoint,40.72074,-73.94741,Entire home/apt,272,3,3,1,0,Cheapest price,Short term
2018042,Queens,Long Island City,40.75453,-73.93377,Entire home/apt,215,2,59,1,335,Cheapest price,Very Long term
215591956,Brooklyn,East New York,40.67111,-73.87083,Entire home/apt,160,2,22,1,48,Cheapest price,Short term
37101663,Manhattan,Harlem,40.82101,-73.95436,Private room,71,30,66,1,0,Cheapest price,Short term
109036773,Manhattan,Upper East Side,40.76794,-73.95712,Entire home/apt,220,8,15,1,14,Cheapest price,Short term
80333891,Brooklyn,Gowanus,40.67379,-73.9873,Private room,45,30,2,2,0,Cheapest price,Short term
47502969,Manhattan,West Village,40.73273,-74.00704,Entire home/apt,275,3,12,1,12,Cheapest price,Short term
10291534,Brooklyn,Williamsburg,40.71372,-73.96326,Entire home/apt,200,1,63,1,270,Cheapest price,Very Long term
3307004,Manhattan,Harlem,40.82384,-73.94776,Private room,99,4,2,1,24,Cheapest price,Short term
2333904,Manhattan,East Village,40.7232,-73.97927,Private room,75,26,57,3,98,Cheapest price,Medium term
107830761,Brooklyn,Flatbush,40.65203,-73.9628,Private room,36,6,1,1,0,Cheapest price,Short term
132629359,Manhattan,Flatiron District,40.74165,-73.98486,Entire home/apt,218,4,3,1,9,Cheapest price,Short term
37095710,Brooklyn,Clinton Hill,40.68664,-73.95981,Entire home/apt,170,7,3,1,0,Cheapest price,Short term
52262348,Manhattan,Lower East Side,40.7188,-73.98554,Entire home/apt,185,3,10,1,0,Cheapest price,Short term
3571821,Brooklyn,Bedford-Stuyvesant,40.69081,-73.95627,Shared room,35,5,120,4,0,Cheapest price,Short term
45600001,Queens,Flushing,40.7445,-73.83172,Private room,50,1,31,3,79,Cheapest price,Short term
4439578,Manhattan,Upper East Side,40.77815,-73.95902,Entire home/apt,195,31,8,1,273,Cheapest price,Very Long term
6165258,Manhattan,Harlem,40.80269,-73.94637,Private room,60,3,11,3,365,Cheapest price,Very Long term
37980834,Queens,Ditmars Steinway,40.76944,-73.90751,Entire home/apt,119,1,1,1,0,Cheapest price,Short term
4129805,Manhattan,West Village,40.73281,-74.00205,Entire home/apt,325,2,1,5,56,Cheapest price,Short term
238496151,Brooklyn,Bedford-Stuyvesant,40.69569,-73.94792,Entire home/apt,165,5,8,1,81,Cheapest price,Short term
1093167,Brooklyn,Crown Heights,40.68076,-73.96415,Entire home/apt,150,1,3,1,95,Cheapest price,Medium term
4965665,Brooklyn,Clinton Hill,40.68855,-73.96476,Entire home/apt,95,4,0,1,156,Cheapest price,Medium term
5663328,Brooklyn,Williamsburg,40.70429,-73.93793,Private room,75,14,0,1,0,Cheapest price,Short term
54921733,Brooklyn,Flatbush,40.64319,-73.96729,Entire home/apt,92,1,5,3,0,Cheapest price,Short term
